y_test1,y_predict_LSTM_GRU
51.53496489,69.4320297241211
69.67003777,66.12169647216797
74.19399492,67.50172424316406
58.76861279,73.97919464111328
61.07370993,73.04777526855469
60.0778524,70.09944915771484
92.64338257,74.72748565673828
57.6830675,76.94728088378906
85.11419625,68.4442138671875
44.1493478,74.20011901855469
64.23094246,69.98285675048828
33.38035359,71.94207763671875
51.55946462,71.96693420410156
53.14497859,79.28766632080078
69.04715948,69.12500762939453
99.99628571,77.33291625976562
75.55521877,68.9249038696289
57.15095807,69.56865692138672
75.6713294,73.69609832763672
75.57505559,71.6146240234375
87.83904965,66.69426727294922
77.37381255,69.21600341796875
49.90089917,69.2288589477539
55.98979616,69.65849304199219
68.82704725,71.79163360595703
62.557899819999996,68.51065826416016
33.56304028,68.52428436279297
47.93510493,77.38331604003906
57.3655411,68.94816589355469
23.075806,65.32642364501953
61.799014240000005,72.0255126953125
60.45776434,64.24376678466797
59.99855416,67.28052520751953
36.33519851,71.5267562866211
61.36442099,72.1128158569336
68.38761309,67.90061950683594
58.83920331,67.91400146484375
59.65920946,74.10111999511719
74.40270156,70.33503723144531
69.50852573,71.04370880126953
84.93140178,65.60077667236328
91.06635625,65.33082580566406
39.49726396,69.65632629394531
54.08109392,70.27230834960938
74.99251991,70.14738464355469
58.21980043,72.1679916381836
41.75372741,69.10771942138672
49.58557272,70.2357177734375
47.64001392,69.9846420288086
64.39052126,72.37501525878906
64.39052126,72.1742935180664
74.43538862,60.8223762512207
70.20673966,67.20553588867188
69.59080593,72.27680969238281
32.92072036,72.46820831298828
74.51256519,70.67086791992188
73.21799019,70.03810119628906
62.63444890000001,66.1938705444336
63.41678671,71.0338134765625
61.57846145,69.20036315917969
55.61776001,74.48734283447266
53.31304555,71.8466567993164
45.64738763,74.83149719238281
86.12861265,70.24411010742188
81.15923928,63.85421371459961
59.18318961,71.24799346923828
52.0338449,75.6907958984375
46.86138395,70.09224700927734
72.34381221,71.49192810058594
67.84484886,68.2459487915039
52.24851658,70.91445922851562
86.69545111,75.34791564941406
53.15076474,73.23844146728516
80.69821422,52.632198333740234
80.69821422,95.40449523925781
85.34558485,80.45927429199219
85.34558485,69.630615234375
87.13187299,70.52701568603516
65.39948447,70.02057647705078
79.85232988,69.43133544921875
51.55230078,70.65699005126953
39.9780961,78.04866027832031
70.2933387,70.78949737548828
65.63932808,70.03866577148438
89.91991552,69.55464172363281
83.76265319,76.62727355957031
39.80417883,79.77409362792969
67.00909817,72.04302978515625
52.28948388,71.2936019897461
51.62521311,76.43006896972656
64.62494421,72.92135620117188
68.60840187,66.34786987304688
69.26812044,70.30122375488281
85.68083615,66.15866088867188
46.1391826,70.46844482421875
76.12635153,72.75292205810547
74.98493714,68.77318572998047
77.52343002,71.20728302001953
71.15328466,75.34788513183594
79.697764,71.4958724975586
61.52068662,72.36712646484375
58.35485589,72.16818237304688
63.29358452000001,65.86978912353516
63.29358452000001,73.41741180419922
70.79303618,70.95516204833984
70.79303618,71.84761810302734
87.39912189,76.62342834472656
51.87695476,71.45484161376953
51.35305214,53.843727111816406
68.89062012,84.38141632080078
45.30653878,70.94355773925781
67.96334191,70.59442138671875
68.91033739,70.58402252197266
82.49259499,71.63873291015625
52.15778717,73.5909194946289
77.22700303,72.17501831054688
62.743383380000004,53.00977325439453
57.53065851,68.95560455322266
84.25426404,69.97946166992188
52.95002327,73.77542114257812
103.38021,69.33806610107422
62.32004847000001,72.28640747070312
68.23338555,71.21529388427734
76.64573393,68.48700714111328
64.36379306,73.426025390625
60.52159304,74.88866424560547
50.65500083,70.67145538330078
69.39441775,70.40721893310547
55.89391551,66.28067779541016
81.28838221,71.52777099609375
78.50227064,71.40259552001953
69.41228382,68.23518371582031
57.20308922,81.32603454589844
79.39400835,70.78425598144531
72.09361001,72.68086242675781
66.73504403,71.53510284423828
71.9838514,35.91403579711914
84.31540019,67.70858001708984
69.99012794,62.55663299560547
78.58753831,70.38013458251953
63.82601002,72.83589935302734
58.17625506,73.51392364501953
46.65542923,68.55895233154297
101.4668252,72.0080337524414
77.53204198,75.10238647460938
61.15932665,54.577362060546875
67.16981627,84.67007446289062
75.8861599,72.53512573242188
68.59982979,72.19490051269531
52.11270716,68.20308685302734
78.87860429,68.52233123779297
61.51434191,72.2110824584961
65.78245304,68.57937622070312
64.36111583,69.28401184082031
92.34737526,76.90592193603516
74.4485589,72.49337005615234
52.57745109,44.66298294067383
90.22484434,85.3318862915039
48.46358838,74.71940612792969
69.62632499,66.38114929199219
49.67969603,64.2392578125
101.8513931,66.10858917236328
70.76553239,63.98590850830078
85.29292465,67.68402099609375
64.83124835,67.68810272216797
43.38591414,62.32514953613281
76.46942648,68.40459442138672
61.52001832,74.31610107421875
55.81651022,69.20584869384766
54.63770469,72.25245666503906
51.54533466,64.1101303100586
83.62782363,77.55590057373047
101.248253,65.4974594116211
55.93232425,67.51876831054688
66.77933762,69.00484466552734
75.6874006,67.1435317993164
74.25154425,63.810386657714844
58.51408231,72.1109390258789
85.15712737,69.0578384399414
73.80957685,73.6318359375
76.98265841,69.2245101928711
58.97405294,67.09828186035156
85.88352314,66.51988983154297
66.24269938,68.25662231445312
66.77759954,58.10538101196289
40.612909,72.06681823730469
61.14111864,64.99225616455078
70.05272018,62.467079162597656
70.05272018,68.63948822021484
47.3887398,63.263038635253906
67.26466878,68.47941589355469
78.89851507,65.63720703125
72.5664004,68.8073501586914
87.05257595,68.50941467285156
58.09555464,58.583980560302734
78.80137124,67.59657287597656
95.55305477,66.76085662841797
76.03273945,68.5975570678711
78.30688566,62.321720123291016
73.22483273,74.7981948852539
61.78567898,72.0838851928711
61.78567898,44.55180358886719
67.64448382,63.752662658691406
62.60168472,75.2255859375
40.14270489,78.74358367919922
85.35804917,70.76486206054688
66.59733601,65.83716583251953
32.66707799,65.12464904785156
65.33324119,68.38947296142578
48.47598212,70.2655029296875
55.02240724,69.42406463623047
47.93163884,59.25643539428711
38.43119971,67.184814453125
76.34799427,70.72159576416016
62.999998899999994,62.351593017578125
62.999998899999994,66.44783020019531
64.26578716,71.32576751708984
59.19317637,68.097412109375
72.7205726,55.723575592041016
69.23844469,70.54388427734375
69.23844469,63.27671813964844
66.93478171,68.08497619628906
98.96538914,71.98493957519531
71.11118161,69.82762145996094
46.64358918,72.43289184570312
41.58660591,63.6547737121582
75.2660643,70.48860931396484
59.83454075,67.40950775146484
66.65419278,70.50271606445312
68.94019277,71.31765747070312
42.81456956,68.65486907958984
58.47380388,63.884864807128906
82.35001283,71.83939361572266
51.29479156,62.27336883544922
67.01990322,66.14998626708984
81.5555974,69.28609466552734
14.34316145,71.4451904296875
60.26917985,70.25836944580078
46.50165845,72.5241470336914
46.50165845,65.88919830322266
53.84179688,63.336212158203125
85.15798297,70.83680725097656
67.0591185,76.15412902832031
79.3165852,69.19073486328125
67.5282879,70.954345703125
38.04151583,62.616275787353516
62.01638317,64.38404846191406
88.72737266,71.08528900146484
84.89241759,69.92660522460938
82.59015205,63.3949089050293
79.00827201,67.94120788574219
61.42879055,68.02406311035156
67.90681272,58.64823532104492
53.2790417,68.76777648925781
63.25790714000001,71.37702178955078
60.61875415,62.548152923583984
60.19235078,62.06727981567383
60.69057995,71.1332015991211
82.59522269,63.0759391784668
78.97422652,70.4024887084961
104.2309492,68.99923706054688
80.79598527,64.47540283203125
50.14160182,67.65726470947266
44.04038217,73.90145874023438
71.34213154,65.2466812133789
59.35322111,65.88056945800781
89.33864946,65.14087677001953
53.66182299,60.086944580078125
77.232127,68.51792907714844
85.69364908,73.41412353515625
66.74678059,62.050601959228516
47.18556575,65.99784851074219
63.235365040000005,68.93608856201172
58.90369803,67.9998779296875
47.09550577,66.46874237060547
55.39756365,67.21131134033203
67.45618011,70.33906555175781
67.45618011,60.02836990356445
38.84595763,73.35686492919922
81.08082626,67.45001983642578
54.5742543,68.94243621826172
81.26581628,71.29875183105469
65.88127084,69.66265106201172
70.05983474,65.11264038085938
52.0573806,69.70010375976562
64.17849389,65.83049774169922
64.17849389,77.46571350097656
75.04191395,71.83099365234375
29.8509482,68.69708251953125
90.94494369,70.80310821533203
95.04565793,70.12982177734375
67.1813408,71.00602722167969
70.3680488,68.94670104980469
75.40875413,70.12435913085938
35.58299178,65.5765609741211
57.9626369,66.50936126708984
37.35308022,70.57859802246094
111.1153097,56.26654815673828
71.32137209,68.56425476074219
51.49119684,72.96762084960938
85.2671816,63.49319076538086
77.71289112,63.95980453491211
55.71566023,69.99605560302734
91.27079223,64.36104583740234
68.0739279,67.42881774902344
58.87946653,60.17542266845703
43.82711868,67.2000732421875
61.80180431,68.46964263916016
56.19306062,78.03766632080078
77.60572649,72.18529510498047
55.64236317,70.69345092773438
66.22359112,71.97208404541016
42.2927665,64.18956756591797
49.51517499,68.56732940673828
52.47586795,64.93028259277344
81.74022452,81.30338287353516
94.72812878,78.44920349121094
43.62591046,54.73997116088867
42.29053495,67.77511596679688
52.28110428,65.54071044921875
49.38268379,69.43561553955078
54.11178496,66.04843139648438
0.738,71.72659301757812
52.90907058,54.32272720336914
62.33797615,80.60003662109375
77.12345732,65.88200378417969
79.93784588,65.59732055664062
52.76504901,67.00369262695312
78.19089708,69.72285461425781
77.1421038,66.34617614746094
47.05015549,71.61382293701172
63.154904980000005,59.90903854370117
76.63118557,62.84442138671875
78.32522668,59.80781555175781
61.12951712,70.00389862060547
82.10099962,71.14749908447266
34.53740891,64.93646240234375
53.13417014,77.759521484375
60.60660291,69.6666488647461
75.33620666,70.3531265258789
53.67744855,66.20540618896484
84.72310656,66.87445068359375
79.16345644,66.50354766845703
85.70256386,69.54277038574219
66.89074702,61.708988189697266
66.89074702,58.94344711303711
90.07590858,71.00918579101562
74.29377874,75.45500183105469
86.95746387,63.286373138427734
86.95746387,66.27285766601562
57.18158786,70.81302642822266
41.70376599,59.63118362426758
61.01645543,83.13550567626953
59.00434914,74.54409790039062
59.00434914,64.66749572753906
78.43925129,66.6418685913086
45.25371471,69.92337799072266
104.6825532,66.03791809082031
89.17848451,64.19446563720703
56.60867899,66.27139282226562
81.50346991,72.6987533569336
74.32620443,72.77424621582031
53.6315044,65.64476776123047
60.53126978,67.33929443359375
61.25804566,68.18212890625
69.73623075,67.469482421875
50.7474736,63.92587661743164
53.50804292,67.12197875976562
57.16455582,76.85407257080078
70.7784081,75.77723693847656
72.87984778,74.47468566894531
78.16013326,58.10873031616211
62.852748629999994,67.01535034179688
63.90425571000001,78.4338607788086
77.2939405,65.14225006103516
56.34782991,77.43727111816406
45.82200411,73.56118774414062
45.82200411,64.56753540039062
58.52466718,67.44091033935547
65.02396013,72.35477447509766
71.30902217,61.158058166503906
78.7334413,68.26708984375
68.84754399,71.46403503417969
75.37574269,72.88066864013672
75.02879271,69.64572143554688
75.02879271,59.351715087890625
61.93377909000001,64.85498809814453
59.95481517,62.69205856323242
107.3063431,68.55854797363281
111.5954477,61.06502914428711
72.27359045,65.11553955078125
58.17786718,71.23593139648438
72.97405084,62.2977409362793
81.57155402,67.49745178222656
52.7609607,69.04969787597656
77.15217275,58.2221794128418
64.36260841,68.187744140625
58.36012491,69.21310424804688
60.23707331,72.0357666015625
47.94593618,63.75103759765625
92.69736884,72.04426574707031
36.17900286,63.88966369628906
86.52862722,68.94905853271484
72.83737021,62.52296829223633
72.83737021,66.10303497314453
72.91730528,68.6170654296875
77.29730019,60.383243560791016
43.59230116,76.67000579833984
98.36782478,72.61090850830078
67.40067335,67.5286636352539
69.72391203,71.98930358886719
60.34389091,68.11124420166016
59.00066632,70.74129486083984
79.78046694,70.06211853027344
82.78535241,71.89501953125
52.38884926,69.78579711914062
97.03045734,67.52896118164062
65.0766099,71.06952667236328
81.55160971,70.51284790039062
50.21401089,69.3722915649414
44.7503592,72.4500732421875
71.47850077,71.2724609375
66.60889106,69.7291259765625
62.152314530000005,71.23474884033203
83.18441419,71.2229232788086
43.95331343,70.18070220947266
67.59815754,70.26929473876953
67.59815754,72.8521499633789
82.24409483,71.60970306396484
51.6978938,71.52577209472656
60.94002778,73.3094711303711
46.04628652,76.241943359375
56.43748499,71.54363250732422
62.23013404999999,50.147682189941406
43.42019517,84.7064208984375
72.63830295,66.71521759033203
62.02362962,73.61890411376953
70.63764831,64.24433135986328
77.66802027,69.98551177978516
67.09996943,69.69931030273438
70.36836372,72.80270385742188
85.7997587,70.44325256347656
65.86718937,66.43033599853516
71.79912912,70.5932388305664
44.6156603,69.1483154296875
55.4938816,71.32259368896484
67.35476873,73.78750610351562
63.945269929999995,71.99987030029297
99.77507789,42.06929016113281
101.6153458,84.36106872558594
63.10523426999999,68.9030990600586
39.57240683,70.25362396240234
108.2139813,73.08026885986328
57.949476,71.65816497802734
73.40057793,68.34088897705078
88.34594023,66.3548355102539
77.03048701,72.08097076416016
70.60068259,74.17929077148438
58.1817074,64.17839813232422
57.4013371,71.25521850585938
73.60191818,72.23497772216797
73.60191818,68.7547607421875
80.69356765,71.5739517211914
53.95026943,73.33557891845703
66.70047596,70.01896667480469
57.85250664,70.2313003540039
67.42695478,71.23269653320312
72.80373391,72.64429473876953
65.17992724,66.6224136352539
45.66041778,72.48683166503906
58.25261283,70.09591674804688
114.0349457,69.11905670166016
114.0349457,72.5556640625
77.85449934,71.18154907226562
75.19948189,69.15380096435547
37.76479828,69.48568725585938
27.66317378,78.96466827392578
98.62545714,70.7784194946289
91.70881337,71.75102996826172
78.07592324,70.30237579345703
52.95663178,71.71590423583984
71.78094926,69.51580047607422
72.92842077,67.53528594970703
102.6958678,71.49898529052734
66.66147887,71.97543334960938
43.28047646,67.90306091308594
81.75785132,72.37290954589844
74.12779299,70.86133575439453
61.21497949,69.55284881591797
66.42188356,70.10615539550781
64.13242604,70.9956283569336
62.66835618000001,75.33750915527344
64.78395359,75.69495391845703
64.03825998,61.400611877441406
65.51666804,71.86590576171875
50.22994366,71.77922821044922
84.22877379,71.10694122314453
46.48794951,70.15271759033203
68.56879118,72.07881927490234
65.19405321,68.83260345458984
68.4038331,72.16519165039062
51.43989388,70.76619720458984
61.24976188,69.50537109375
41.24997685,71.46443939208984
85.32995534,70.91969299316406
49.15529051,73.50589752197266
49.15529051,56.57805252075195
75.06770623,79.01316833496094
72.01264199,70.5873794555664
62.41952929000001,32.51588821411133
59.90994087,69.61482238769531
85.42878497,71.02738952636719
64.50893407,70.30101013183594
84.33505807,68.97232055664062
39.36705645,70.41597747802734
66.86414033,69.14449310302734
72.91157308,74.71098327636719
52.86637312,73.79621124267578
103.9125476,66.54354095458984
57.71314936,64.96907806396484
60.07841278,60.28999710083008
83.55932648,71.13038635253906
44.86035148,70.26039123535156
44.93858575,67.56822204589844
75.33969428,73.52033996582031
50.40116029,70.30025482177734
71.59386576,69.83027648925781
69.11081537,70.82067108154297
45.4280965,73.75019836425781
60.59035856,68.55522155761719
47.66172717,72.0550537109375
72.05986579,71.09722900390625
56.03870185,62.4892463684082
55.14736366,68.05140686035156
62.18868704999999,70.17427062988281
82.36537826,67.605712890625
47.89640649,69.13290405273438
62.67775632,69.69923400878906
46.31599219,57.388671875
55.9682167,70.42042541503906
63.41017814,69.58856201171875
53.59410352,74.33340454101562
36.34101183,72.62140655517578
62.02230788999999,62.61183166503906
75.40226028,72.59986877441406
61.05188925,68.6375961303711
61.05188925,76.33058166503906
74.77339241,71.73958587646484
59.48929351,59.137454986572266
35.22120041,70.30897521972656
51.53586708,71.63716125488281
63.84631931999999,68.27481079101562
62.90620518,71.90044403076172
38.43515078,67.10546112060547
55.06930393,70.64022064208984
28.87860134,74.66637420654297
41.55850072,73.1748046875
60.41992108,62.220947265625
66.68769479,70.3276138305664
66.68769479,70.25968170166016
69.84540029,74.58203887939453
77.4882131,71.83403015136719
78.69844633,66.09317779541016
