real_cod,predicted_cod
60.16214813,70.37112426757812
36.44661433,75.35887145996094
44.28855177,71.59716796875
52.95290369,81.88363647460938
93.74033372,77.10162353515625
54.85212343,66.36127471923828
78.73205511,85.37298583984375
78.73205511,86.05810546875
78.57644087,77.8571548461914
89.90494986,64.2406997680664
63.6649491,74.53221130371094
72.62027968,67.42611694335938
56.18885178,90.43728637695312
103.3228547,73.28478240966797
91.85652704,64.26686096191406
54.49246879,53.031280517578125
61.11052919,64.73731994628906
53.54119063,81.22710418701172
62.00456319999999,66.38484191894531
33.27929799,65.9862289428711
64.36859318,82.96013641357422
67.87849673,64.45364379882812
68.79744324,65.42923736572266
65.90985037,81.81573486328125
82.75327777,68.89025115966797
56.02909753,74.98949432373047
70.07270036,72.17230987548828
88.89255531,67.15400695800781
77.50819277,75.95838165283203
94.94910831,61.17215347290039
56.46038632,71.25093841552734
91.6809313,68.61161041259766
70.7142255,57.58647918701172
73.82455574,72.5392074584961
73.82455574,69.94109344482422
32.68185115,66.46211242675781
70.31269587,72.4642105102539
54.91394346,58.15068817138672
61.58137809,66.18550109863281
59.73043815,57.729164123535156
54.01311185,69.06245422363281
58.65852985,48.677825927734375
75.37640814,66.42510223388672
48.35725675,67.21012115478516
48.35725675,68.54177856445312
41.12138241,71.90614318847656
66.82012406,84.2930908203125
60.05829023,91.33663177490234
47.01288944,71.79681396484375
78.93309631,82.08836364746094
80.60477634,68.24517822265625
69.29225204,46.5087890625
95.38266214,68.3233642578125
68.47419413,59.98361587524414
55.5289486,62.37139129638672
76.31069468,66.9034652709961
66.03724574,86.25872802734375
87.08391927,61.98890686035156
60.77385711,76.83980560302734
53.30375957,84.66001892089844
82.05440434,77.59552001953125
104.3732501,81.08027648925781
48.35824968,66.56358337402344
108.2652268,68.33355712890625
55.50773876,73.0218734741211
66.86450108,57.36315155029297
69.01623971,78.63636779785156
69.01623971,84.37782287597656
49.65855359,82.19155883789062
58.35685104,68.39482116699219
60.43501604,62.145973205566406
74.71867577,60.6073112487793
76.09446944,58.99348449707031
76.09446944,64.95886993408203
75.90307215,67.20076751708984
75.25621195,56.957679748535156
77.87921906,64.93800354003906
51.48535051,66.48812866210938
60.43603209,79.91458129882812
67.64606592,73.18683624267578
65.49992502,73.509521484375
57.82202269,64.0060806274414
57.82202269,100.37047576904297
46.62929867,82.30485534667969
86.30823645,54.85029220581055
86.30823645,69.50879669189453
46.34586378,77.6732177734375
51.53496489,41.96123504638672
69.67003777,75.37384033203125
74.19399492,64.94236755371094
58.76861279,56.668521881103516
61.07370993,68.08695983886719
60.0778524,54.45030212402344
92.64338257,59.97480010986328
57.6830675,73.29009246826172
85.11419625,76.15796661376953
44.1493478,57.716896057128906
64.23094246,80.78252410888672
33.38035359,67.81358337402344
51.55946462,71.81617736816406
53.14497859,74.40612030029297
69.04715948,60.92123794555664
99.99628571,72.21401977539062
75.55521877,67.2973403930664
57.15095807,72.09188079833984
75.6713294,54.847869873046875
75.57505559,86.85245513916016
87.83904965,65.30929565429688
77.37381255,52.36624526977539
49.90089917,56.94484329223633
55.98979616,39.390228271484375
68.82704725,70.42781829833984
62.557899819999996,52.79899215698242
33.56304028,57.741966247558594
47.93510493,58.016353607177734
57.3655411,59.37380599975586
23.075806,55.5114860534668
61.799014240000005,71.62317657470703
60.45776434,68.40530395507812
59.99855416,75.3867416381836
36.33519851,57.374271392822266
61.36442099,78.66942596435547
68.38761309,42.296993255615234
58.83920331,69.607666015625
59.65920946,52.595943450927734
74.40270156,71.90450286865234
69.50852573,68.67713165283203
84.93140178,63.618831634521484
91.06635625,60.40483474731445
39.49726396,82.96501922607422
54.08109392,46.525718688964844
74.99251991,66.60218811035156
58.21980043,66.11103057861328
41.75372741,72.46707153320312
49.58557272,46.807090759277344
47.64001392,63.693878173828125
64.39052126,66.896240234375
64.39052126,68.98818969726562
74.43538862,53.319278717041016
70.20673966,80.36930084228516
69.59080593,67.75894927978516
32.92072036,72.789794921875
74.51256519,73.84467315673828
73.21799019,82.06031036376953
62.63444890000001,68.89524841308594
63.41678671,69.1327133178711
61.57846145,64.34452056884766
55.61776001,86.46057891845703
53.31304555,66.04664611816406
45.64738763,75.77367401123047
86.12861265,62.72394561767578
81.15923928,70.11747741699219
59.18318961,61.84756088256836
52.0338449,66.72473907470703
46.86138395,83.53080749511719
72.34381221,71.27461242675781
67.84484886,54.443695068359375
52.24851658,48.67174530029297
86.69545111,51.30587387084961
53.15076474,63.67169189453125
80.69821422,52.41515350341797
80.69821422,79.7893295288086
85.34558485,72.13404846191406
85.34558485,70.73918914794922
87.13187299,69.09571838378906
65.39948447,56.61616134643555
79.85232988,57.11655044555664
51.55230078,57.825660705566406
39.9780961,65.34459686279297
70.2933387,84.13433074951172
65.63932808,69.76920318603516
89.91991552,60.35348892211914
83.76265319,62.28472900390625
39.80417883,64.9759521484375
67.00909817,73.48330688476562
52.28948388,69.49394226074219
51.62521311,55.11056137084961
64.62494421,70.3001480102539
68.60840187,67.89151000976562
69.26812044,67.92095184326172
85.68083615,70.6189193725586
46.1391826,56.40184783935547
76.12635153,61.61826705932617
74.98493714,81.2075424194336
77.52343002,76.93274688720703
71.15328466,71.8944320678711
79.697764,72.6049575805664
61.52068662,67.6456527709961
58.35485589,57.99204635620117
63.29358452000001,77.82052612304688
63.29358452000001,73.6406478881836
70.79303618,73.80012512207031
70.79303618,74.98260498046875
87.39912189,94.30776977539062
51.87695476,73.11682891845703
51.35305214,47.95273971557617
68.89062012,80.2979507446289
45.30653878,45.313541412353516
67.96334191,79.26177978515625
68.91033739,80.88017272949219
82.49259499,45.364925384521484
52.15778717,85.09567260742188
77.22700303,62.04297637939453
62.743383380000004,67.02632141113281
57.53065851,67.59362030029297
84.25426404,71.17066955566406
52.95002327,71.63693237304688
103.38021,52.67797088623047
62.32004847000001,70.38037109375
68.23338555,54.94158935546875
76.64573393,59.58119201660156
64.36379306,68.4993667602539
60.52159304,78.34957122802734
50.65500083,73.99651336669922
69.39441775,65.13094329833984
55.89391551,62.65679931640625
81.28838221,75.17376708984375
