real_cod,predicted_cod
25.5872,34.41505432128906
49.7674,25.81096839904785
49.1354,36.39388656616211
45.7133,38.657958984375
23.8893,37.14015579223633
38.4926,36.42805099487305
25.3508,36.171451568603516
42.8149,35.534263610839844
21.8228,37.52278518676758
24.1469,38.709922790527344
43.9699,27.891624450683594
26.6769,33.98820114135742
21.1781,38.516151428222656
45.7951,25.423192977905273
39.8176,35.666446685791016
45.6353,27.609176635742188
37.8993,27.50834083557129
43.0188,34.595787048339844
28.2014,37.881866455078125
43.3048,28.860111236572266
41.3138,37.2260627746582
43.2491,33.674560546875
22.3307,36.309120178222656
23.3522,38.31114959716797
27.3195,38.25542068481445
32.3059,37.44712448120117
27.322,45.565067291259766
22.6818,34.91001510620117
21.4972,38.783592224121094
38.1243,35.91151428222656
35.8833,33.246986389160156
44.6618,35.11484909057617
33.2272,31.793861389160156
35.1209,35.24238204956055
39.3255,38.156734466552734
40.3839,38.67851257324219
31.690899999999996,37.10930633544922
30.3252,36.158409118652344
48.764,32.722957611083984
29.7371,44.584224700927734
34.2237,41.9760627746582
25.9877,46.252586364746094
47.9309,33.89335632324219
39.931,34.11640548706055
37.5022,28.755708694458008
41.3256,38.267704010009766
20.2241,38.56385803222656
29.6502,38.63313674926758
48.264,36.249656677246094
38.0447,33.276023864746094
30.0919,27.418025970458984
25.4234,43.274993896484375
22.1134,45.441246032714844
28.9857,43.60903549194336
34.8451,35.07765579223633
43.6294,37.207786560058594
25.3052,34.14780807495117
33.8639,37.731224060058594
33.2145,38.03186798095703
34.4399,38.60821533203125
43.5968,34.296783447265625
34.937,37.47886657714844
31.047900000000002,25.398134231567383
29.0264,34.132911682128906
29.4125,35.00635528564453
41.7376,38.53120040893555
21.7104,36.16377639770508
28.0662,38.51398468017578
27.1045,45.6922492980957
33.5931,33.59334182739258
41.9565,33.998844146728516
44.5185,43.81407928466797
