loss,val_loss
0.07360421121120453,0.22033263742923737
0.14956258237361908,0.07992187887430191
0.07986854016780853,0.08920779824256897
0.08128255605697632,0.08489716798067093
0.07553058117628098,0.08521389961242676
0.081568643450737,0.08716370165348053
0.07647738605737686,0.08173687011003494
0.07265297323465347,0.08191713690757751
0.07549070566892624,0.08667398989200592
0.0768328532576561,0.0808662623167038
0.07328151911497116,0.07999005913734436
0.07360445708036423,0.08023521304130554
0.07434370368719101,0.08032059669494629
0.07335272431373596,0.08119315654039383
0.0741722583770752,0.08048176765441895
0.07275606691837311,0.07999271899461746
0.07500459998846054,0.0799400806427002
0.07349660247564316,0.08084769546985626
0.07396332919597626,0.08255800604820251
0.0730024054646492,0.0813077762722969
0.07377779483795166,0.08043131232261658
0.0727875605225563,0.08038550615310669
0.07284633815288544,0.0806146040558815
0.07315471023321152,0.08098109066486359
0.07312721014022827,0.0808035284280777
0.07344820350408554,0.08034630864858627
0.07317860424518585,0.08024021238088608
0.07337544113397598,0.08045610785484314
0.0728534385561943,0.0807262510061264
0.07309611141681671,0.08093944191932678
0.0734558179974556,0.08054868131875992
0.0725712850689888,0.080190010368824
0.07342057675123215,0.08015754818916321
0.07338450103998184,0.08034156262874603
0.07340738922357559,0.08053486794233322
0.07283192127943039,0.08048759400844574
0.07252319157123566,0.08064303547143936
0.07271308451890945,0.08092246949672699
0.07280557602643967,0.08127626776695251
0.07245546579360962,0.08178666979074478
0.07357899844646454,0.08101257681846619
0.0719105452299118,0.0818125531077385
0.07197379320859909,0.08236506581306458
0.07365671545267105,0.08894184231758118
0.07445558160543442,0.08136069029569626
0.07256481796503067,0.08070570230484009
0.07406659424304962,0.0802396908402443
0.07371088862419128,0.0807645320892334
0.07289811968803406,0.08105969429016113
0.0730680599808693,0.08120033144950867
0.07284015417098999,0.08106907457113266
0.07307648658752441,0.08103029429912567
0.07264817506074905,0.08110260963439941
0.07276417315006256,0.0811169445514679
0.0722178965806961,0.08155570179224014
0.07199942320585251,0.08293909579515457
0.07154278457164764,0.08577899634838104
0.07061275094747543,0.08573893457651138
0.0679347962141037,0.09441717714071274
0.06817064434289932,0.13305439054965973
0.09226044267416,0.08115872740745544
0.07203608006238937,0.07928000390529633
0.07355596870183945,0.07957306504249573
0.07337825000286102,0.08167313039302826
0.0738595500588417,0.08188177645206451
0.07346411049365997,0.08112072944641113
0.07298839837312698,0.08047740161418915
0.07289379835128784,0.08086812496185303
0.07248271256685257,0.08088324964046478
0.07152999937534332,0.08324512839317322
0.07063045352697372,0.08242036402225494
0.07250544428825378,0.10593554377555847
0.08537739515304565,0.07995472848415375
0.07201948016881943,0.07664838433265686
0.07196236401796341,0.08484163135290146
0.07383725047111511,0.07978436350822449
0.07363604754209518,0.08009946346282959
0.07378661632537842,0.0797990933060646
0.07396954298019409,0.08030833303928375
0.071541927754879,0.08046476542949677
0.07122533023357391,0.08143356442451477
0.07177097350358963,0.0810789167881012
0.07072057574987411,0.08214573562145233
0.06951995193958282,0.08543409407138824
0.06533823162317276,0.0923193022608757
0.06953709572553635,0.10195198655128479
0.07116638869047165,0.08984323590993881
0.0665649026632309,0.08589610457420349
0.0715206116437912,0.08031022548675537
0.0689077153801918,0.08049522340297699
0.06817121803760529,0.08174198120832443
0.06588723510503769,0.0843406617641449
0.059836480766534805,0.08935470134019852
0.05915525555610657,0.11355961859226227
0.06523460894823074,0.11314225196838379
0.06191055849194527,0.09952538460493088
0.0559384785592556,0.09760654717683792
0.05506850779056549,0.09733813256025314
0.052594225853681564,0.09663233906030655
0.053078196942806244,0.10130103677511215
0.057257819920778275,0.11081311106681824
0.06217098608613014,0.1055857464671135
0.05041667819023132,0.11207722127437592
0.06249338760972023,0.08937180042266846
0.05182340741157532,0.09211523085832596
0.047141481190919876,0.09680420905351639
0.04932739958167076,0.1050521656870842
0.04242468997836113,0.11172233521938324
0.044601310044527054,0.11198659986257553
0.04312039539217949,0.11013146489858627
0.04912254959344864,0.11118552088737488
0.04357100650668144,0.10934800654649734
0.03835199028253555,0.11822894960641861
0.047128770500421524,0.10980835556983948
0.03940357640385628,0.11066325753927231
0.04165186733007431,0.11605434864759445
0.03945774585008621,0.12504880130290985
0.037580039352178574,0.11625746637582779
0.037562280893325806,0.11422482132911682
0.035659514367580414,0.10268957167863846
0.04214714840054512,0.10180632770061493
0.03962123021483421,0.10350063443183899
0.039572861045598984,0.1078842505812645
0.03687997907400131,0.11122453212738037
0.027968987822532654,0.11825844645500183
0.0353209562599659,0.11953488737344742
0.03150772675871849,0.11750248074531555
0.02720085345208645,0.11035948246717453
0.027120983228087425,0.10916271805763245
0.024427905678749084,0.10735858231782913
0.026522643864154816,0.10059889405965805
0.026353519409894943,0.09892790019512177
0.02435821108520031,0.10989448428153992
0.02632744610309601,0.11282645165920258
0.025069667026400566,0.11554740369319916
0.02563728764653206,0.12019456923007965
0.031783126294612885,0.11817958950996399
0.02629457414150238,0.11481194943189621
0.02548409067094326,0.1065269336104393
0.022924993187189102,0.1198204904794693
0.02335202693939209,0.11038205027580261
0.021595265716314316,0.11976012587547302
0.023385656997561455,0.12913881242275238
0.019556958228349686,0.13401708006858826
0.02786468341946602,0.12268687784671783
0.01972471922636032,0.10808401554822922
0.01698123849928379,0.1036645770072937
0.01776943728327751,0.10812443494796753
0.016482967883348465,0.1098901554942131
0.014326677657663822,0.11166737973690033
